ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Prosodic_structure	Motivation_structure	Source	Comment
2611	Xiandao	xian1248	the moon	1313	pau⁵⁵l̥ɔ³¹	pau⁵⁵l̥ɔ³¹	p a u ⁵⁵ + l̥ ɔ ³¹	i n N t + i n t	moon	TBL	
7324	Old_Burmese	oldb1234	the moon	1313	laʔ	laʔ	l a ⁵³	i n t			
6161	Maru	maru1248	the mosquito	1509	kjɔ̱̃³¹	kjɔ̱̃³¹	k j ɔ̰̃ ∼ ³¹	i m n c t		TBL	
6132	Lashi	lash1242	the mosquito	1509	kja̱ŋ³³	kja̱ŋ³³	k j a̰ ŋ ³³	i m n c t	mosquito	TBL	
6247	Bola	bela1241	the mosquito	1509	kjɔ̱̃⁵⁵	kjɔ̱̃⁵⁵	k j ɔ̰̃ ∼ ⁵⁵	i m n c t	mosquito	TBL	
6338	Achang_Longchuan	long1372	the mosquito	1509	pʰɔp⁵⁵	pʰɔp⁵⁵	pʰ ɔ p ⁵⁵	i n c t	mosquito	TBL	
6482	Atsi	zaiw1240	the mosquito	1509	kja̱ŋ⁵¹	kja̱ŋ⁵¹	k j a̰ ŋ ⁵¹	i m n c t	mosquito	TBL	
6564	Xiandao	xian1248	the mosquito	1509	caŋ³¹kʰʐaŋ⁵⁵	caŋ³¹kʰʐaŋ⁵⁵	c a ŋ ³¹ + kʰ ʐ a ŋ ⁵⁵	i n c t + i m n c t		TBL	
7326	Old_Burmese	oldb1234	the mosquito	1509	khraṅ	khraṅ	kʰ r a ŋ	i m n c			
6296	Rangoon	nucl1310	the mosquito	1509	ʨʰĩ²²	ʨʰĩ²²	tɕʰ ĩ ∼ ²²	i n c t		TBL	
5297	Rangoon	nucl1310	the mother	1216	ɑ⁵³me²²	ɑ⁵³me²²	ɑ ⁵³ + m e ²²	n t + i n t		TBL	
2627	Achang_Longchuan	long1372	the mother	1216	mauʔ⁵¹	mauʔ⁵¹	m a u ʔ ⁵¹	i n N c t	mother	TBL	
2630	Atsi	zaiw1240	the mother	1216	a⁵⁵nu²¹	a⁵⁵nu²¹	a ⁵⁵ + n u ²¹	n t + i n t	a-prefix	TBL	
2631	Bola	bela1241	the mother	1216	a³¹nuŋ⁵⁵	a³¹nuŋ⁵⁵	a ³¹ + n u ŋ ⁵⁵	n t + i n c t	a-prefix mother	TBL	
2634	Lashi	lash1242	the mother	1216	a⁵⁵mji̱⁵³	a⁵⁵mji̱⁵³	a ⁵⁵ + m j ḭ ⁵³	n t + i m n t	a-prefix woman-1	TBL	
2635	Maru	maru1248	the mother	1216	a⁵⁵mji̱⁵⁵	a⁵⁵mji̱⁵⁵	a ⁵⁵ + m j ḭ ⁵⁵	n t + i m n t	a-prefix woman-3	TBL	
2637	Xiandao	xian1248	the mother	1216	mɛ³¹	mɛ³¹	m ɛ ³¹	i n t	mother	TBL	
7328	Old_Burmese	oldb1234	the mother	1216	a◦miy	a◦miy	a + m i j	n + i n c	a-prefix mother		
5613	Rangoon	nucl1310	the mountain	639	tɑ̃u²²	tɑ̃u²²	t ɑ̃ u ∼ ²²	i n N c t		TBL	
2641	Achang_Longchuan	long1372	the mountain	639	pum⁵⁵	pum⁵⁵	p u m ⁵⁵	i n c t	mountain	TBL	
2644	Atsi	zaiw1240	the mountain	639	pum⁵¹	pum⁵¹	p u m ⁵¹	i n c t	mountain	TBL	
2646	Bola	bela1241	the mountain	639	pam⁵⁵	pam⁵⁵	p a m ⁵⁵	i n c t	mountain	TBL	
2649	Lashi	lash1242	the mountain	639	pɔm³¹	pɔm³¹	p ɔ m ³¹	i n c t	mountain	TBL	
2650	Maru	maru1248	the mountain	639	pam³¹	pam³¹	p a m ³¹	i n c t		TBL	
2652	Xiandao	xian1248	the mountain	639	pum⁵⁵	pum⁵⁵	p u m ⁵⁵	i n c t	mountain	TBL	
7330	Old_Burmese	oldb1234	the mountain	639	to₂ṅ	to₂ṅ	t ʊ ŋ	i n c	mountain		
6185	Achang_Longchuan	long1372	the mouse or rat	2139	kʐoʔ⁵⁵	kʐoʔ⁵⁵	k ʐ o ʔ ⁵⁵	i m n c t	mouse	TBL	
6175	Xiandao	xian1248	the mouse or rat	2139	kʐoʔ⁵⁵	kʐoʔ⁵⁵	k ʐ o ʔ ⁵⁵	i m n c t	mouse	TBL	
6226	Bola	bela1241	the mouse or rat	2139	ɣɔʔ³¹naʔ³¹	ɣɔʔ³¹naʔ³¹	ɣ ɔ ʔ ³¹ + n a ʔ ³¹	i n c t + i n c t	vermin black	TBL	
6407	Rangoon	nucl1310	the mouse or rat	2139	ʨwɛʔ⁴	ʨwɛʔ⁴	tɕ w ɛ ʔ ⁴	i m n c t		TBL	
6461	Atsi	zaiw1240	the mouse or rat	2139	ŋĕ²¹noʔ²¹	ŋĕ²¹noʔ²¹	ŋ ĕ ²¹ + n o ʔ ²¹	i n t + i n c t	mouse black	TBL	
6566	Maru	maru1248	the mouse or rat	2139	ɣuk³¹nɔʔ³¹	ɣuk³¹nɔʔ³¹	ɣ u k ³¹ + n ɔ ʔ ³¹	i n c t + i n c t	mouse black	TBL	
6647	Lashi	lash1242	the mouse or rat	2139	kjĭ²¹nɔʔ³¹	kjĭ²¹nɔʔ³¹	k j ĭ ²¹ + n ɔ ʔ ³¹	i m n t + i n c t	mouse black	TBL	
7332	Old_Burmese	oldb1234	the mouse or rat	2139	kro₁k	kro₁k	k r o k	i m n c			
5298	Rangoon	nucl1310	the mouth	674	pɑ⁵⁵sɑʔ⁴	pɑ⁵⁵sɑʔ⁴	p ɑ ⁵⁵ + s ɑ ʔ ⁴	i n t + i n c t		TBL	
2662	Achang_Longchuan	long1372	the mouth	674	ȵ̥ot⁵³	ȵ̥ot⁵³	n̥ʲ o t ⁵³	i n c t	mouth	TBL	
2667	Bola	bela1241	the mouth	674	nɔ̱t⁵⁵	nɔ̱t⁵⁵	n ɔ̰ t ⁵⁵	i n c t	mouth	TBL	
2671	Maru	maru1248	the mouth	674	na̱t⁵⁵	na̱t⁵⁵	n a̰ t ⁵⁵	i n c t	mouth	TBL	
7334	Old_Burmese	oldb1234	the mouth	674	pāḥ◦cap	pāḥ◦cap	p a ⁵⁵ + ts a p	i n t + i n c	cheek mouth		
7336	Old_Burmese	oldb1234	the mouth	674	nhut	nhut	n̥ u t	i n c	mouth-lips		
6225	Maru	maru1248	the mud	640	mjik³¹ʦa̱i³⁵	mjik³¹ʦa̱i³⁵	m j i k ³¹ + ts a̰ i ³⁵	i m n c t + i n N t	earth-mud-1 earth-mud-2	TBL	
6244	Atsi	zaiw1240	the mud	640	kə̱⁵⁵na̱²¹	kə̱⁵⁵na̱²¹	k ə̰ ⁵⁵ + n a̰ ²¹	i n t + i n t		TBL	
6246	Rangoon	nucl1310	the mud	640	ɕũ⁵³	ɕũ⁵³	ɕ ũ ∼ ⁵³	i n c t		TBL	
6293	Lashi	lash1242	the mud	640	tʰɔm⁵⁵pɔp³¹	tʰɔm⁵⁵pɔp³¹	tʰ ɔ m ⁵⁵ + p ɔ p ³¹	i n c t + i n c t		TBL	
6424	Achang_Longchuan	long1372	the mud	640	ȵ̥on⁵⁵pen³¹	ȵ̥on⁵⁵pen³¹	n̥ʲ o n ⁵⁵ + p e n ³¹	i n c t + i n c t	dirt? mud	TBL	
6557	Xiandao	xian1248	the mud	640	ɲ̇on⁵⁵	ɲ̇on⁵⁵	ɲ̇ o n ⁵⁵	i n c t	mud	TBL	
6615	Bola	bela1241	the mud	640	ʦə̆⁵⁵ŋja̱ʔ⁵⁵	ʦə̆⁵⁵ŋja̱ʔ⁵⁵	ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵	i n t + i m n c t	mud-1 mud-2	TBL	
5318	Rangoon	nucl1310	the nail (fingernail or claw)	2128	lɛʔ⁴tθɛ⁵⁵	lɛʔ⁴tθɛ⁵⁵	l ɛ ʔ ⁴ + tθ ɛ ⁵⁵	i n c t + i n t		TBL	
2692	Achang_Longchuan	long1372	the nail (fingernail or claw)	2128	lɔʔ⁵⁵ʂəŋ³¹	lɔʔ⁵⁵ʂəŋ³¹	l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹	i n c t + i n c t	hand nail	TBL	
2694	Atsi	zaiw1240	the nail (fingernail or claw)	2128	loʔ²¹siŋ²¹	loʔ²¹siŋ²¹	l o ʔ ²¹ + s i ŋ ²¹	i n c t + i n c t	hand nail	TBL	
2696	Bola	bela1241	the nail (fingernail or claw)	2128	laʔ³¹saŋ³⁵	laʔ³¹saŋ³⁵	l a ʔ ³¹ + s a ŋ ³⁵	i n c t + i n c t	hand nail	TBL	
2697	Lashi	lash1242	the nail (fingernail or claw)	2128	lɔʔ³¹sə̱ŋ⁵⁵	lɔʔ³¹sə̱ŋ⁵⁵	l ɔ ʔ ³¹ + s ə̰ ŋ ⁵⁵	i n c t + i n c t	hand nail	TBL	
2699	Maru	maru1248	the nail (fingernail or claw)	2128	lɔʔ³¹saŋ³⁵	lɔʔ³¹saŋ³⁵	l ɔ ʔ ³¹ + s a ŋ ³⁵	i n c t + i n c t	hand nail	TBL	
2701	Xiandao	xian1248	the nail (fingernail or claw)	2128	lɔʔ⁵⁵ʂɯŋ³¹	lɔʔ⁵⁵ʂɯŋ³¹	l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹	i n c t + i n c t	hand nail	TBL	
7339	Old_Burmese	oldb1234	the nail (fingernail or claw)	2128	lak◦sañḥ	lak◦sañḥ	l a k + s a nʲ ⁵⁵	i n c + i n c t	hand claw		
5530	Rangoon	nucl1310	the name	1405	nɑ²²mɛ²²	nɑ²²mɛ²²	n ɑ ²² + m ɛ ²²	i n t + i n t		TBL	bad concept
2716	Achang_Longchuan	long1372	the name	1405	a³¹ȵiŋ⁵⁵	a³¹ȵiŋ⁵⁵	a ³¹ + nʲ i ŋ ⁵⁵	n t + i n c t	a-prefix name	TBL	bad concept
2718	Atsi	zaiw1240	the name	1405	mjiŋ⁵¹	mjiŋ⁵¹	m j i ŋ ⁵¹	i m n c t	name	TBL	bad concept
2719	Bola	bela1241	the name	1405	maŋ⁵⁵	maŋ⁵⁵	m a ŋ ⁵⁵	i n c t	name	TBL	bad concept
2722	Lashi	lash1242	the name	1405	mjiŋ³¹	mjiŋ³¹	m j i ŋ ³¹	i m n c t	name	TBL	bad concept
2723	Maru	maru1248	the name	1405	maŋ³¹	maŋ³¹	m a ŋ ³¹	i n c t		TBL	bad concept
2724	Xiandao	xian1248	the name	1405	a³¹niŋ⁵⁵	a³¹niŋ⁵⁵	a ³¹ + n i ŋ ⁵⁵	n t + i n c t	a-prefix name	TBL	bad concept
5529	Rangoon	nucl1310	the name	1405	nɑ²²mi²²	nɑ²²mi²²	n ɑ ²² + m i ²²	i n t + i n t		TBL	bad concept
7341	Old_Burmese	oldb1234	the name	1405	a◦mañ	a◦mañ	a + m a nʲ	n + i n c	a-prefix name		
5629	Rangoon	nucl1310	the neck	1333	lɛ²²pĩ⁵⁵	lɛ²²pĩ⁵⁵	l ɛ ²² + p ĩ ∼ ⁵⁵	i n t + i n c t		TBL	
2781	Achang_Longchuan	long1372	the neck	1333	laŋ³¹tsəŋ³¹	laŋ³¹tsəŋ³¹	l a ŋ ³¹ + ts ə ŋ ³¹	i n c t + i n c t	neck	TBL	
2786	Bola	bela1241	the neck	1333	laŋ⁵⁵taŋ³¹	laŋ⁵⁵taŋ³¹	l a ŋ ⁵⁵ + t a ŋ ³¹	i n c t + i n c t	neck-1 neck-2	TBL	
2792	Maru	maru1248	the neck	1333	laŋ³¹tsaŋ³⁵	laŋ³¹tsaŋ³⁵	l a ŋ ³¹ + ts a ŋ ³⁵	i n c t + i n c t		TBL	
7343	Old_Burmese	oldb1234	the neck	1333	lañ	lañ	l a nʲ	i n c	neck		
2805	Maru	maru1248	the needle (for sewing)	1382	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	i n c t	needle	TBL	
5347	Rangoon	nucl1310	the needle (for sewing)	1382	ɑʔ⁴	ɑʔ⁴	ɑ ʔ ⁴	n c t		TBL	
2798	Achang_Longchuan	long1372	the needle (for sewing)	1382	ap⁵⁵	ap⁵⁵	a p ⁵⁵	n c t	needle	TBL	
2800	Atsi	zaiw1240	the needle (for sewing)	1382	ap⁵⁵	ap⁵⁵	a p ⁵⁵	n c t	needle	TBL	
2801	Bola	bela1241	the needle (for sewing)	1382	ŋɛ̱ʔ⁵⁵	ŋɛ̱ʔ⁵⁵	ŋ ɛ̰ ʔ ⁵⁵	i n c t	needle	TBL	
2804	Lashi	lash1242	the needle (for sewing)	1382	ŋa̱p⁵⁵	ŋa̱p⁵⁵	ŋ a̰ p ⁵⁵	i n c t	needle	TBL	
2806	Xiandao	xian1248	the needle (for sewing)	1382	ap⁵⁵	ap⁵⁵	a p ⁵⁵	n c t	needle	TBL	
7345	Old_Burmese	oldb1234	the needle (for sewing)	1382	ap	ap	a p	n c			
6191	Xiandao	xian1248	the nit	267	ʂan³¹u³¹	ʂan³¹u³¹	ʂ a n ³¹ + u ³¹	i n c t + n t	louse egg-head	TBL	
6206	Lashi	lash1242	the nit	267	ʃɛ̱n⁵⁵u⁵³	ʃɛ̱n⁵⁵u⁵³	ʃ ɛ̰ n ⁵⁵ + u ⁵³	i n c t + n t	louse egg	TBL	
6245	Bola	bela1241	the nit	267	ʃɔn³⁵u̱³⁵	ʃɔn³⁵u̱³⁵	ʃ ɔ n ³⁵ + ṵ ³⁵	i n c t + n t	louse egg	TBL	
6335	Achang_Longchuan	long1372	the nit	267	ʂan³¹uʔ³¹	ʂan³¹uʔ³¹	ʂ a n ³¹ + u ʔ ³¹	i n c t + n c t	louse egg	TBL	
6401	Maru	maru1248	the nit	267	ʃiŋ³⁵a̱u⁵⁵	ʃiŋ³⁵a̱u⁵⁵	ʃ i ŋ ³⁵ + a̰ u ⁵⁵	i n c t + n N t	louse egg	TBL	
6417	Rangoon	nucl1310	the nit	267	tθɑ̃⁵⁵u⁵³	tθɑ̃⁵⁵u⁵³	tθ ɑ̃ ∼ ⁵⁵ + u ⁵³	i n c t + n t		TBL	
6479	Atsi	zaiw1240	the nit	267	ʃin²¹u⁵⁵	ʃin²¹u⁵⁵	ʃ i n ²¹ + u ⁵⁵	i n c t + n t	louse egg	TBL	
5337	Rangoon	nucl1310	the nose	1221	n̥ɑ²²kʰɑ̃u⁵⁵	n̥ɑ²²kʰɑ̃u⁵⁵	n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵	i n t + i n N c t		TBL	
2860	Bola	bela1241	the nose	1221	na̱⁵⁵	na̱⁵⁵	n a̰ ⁵⁵	i n t	nose	TBL	
2866	Maru	maru1248	the nose	1221	nɔ̱³¹	nɔ̱³¹	n ɔ̰ ³¹	i n t		TBL	
7347	Old_Burmese	oldb1234	the nose	1221	nhā	nhā	n̥ a ²²	i n t			
2854	Achang_Longchuan	long1372	the nose	1221	ȵ̥ɔŋ⁵⁵	ȵ̥ɔŋ⁵⁵	n̥ʲ ɔ ŋ ⁵⁵	i n c t	nose	TBL	
5257	Rangoon	nucl1310	the otter	15	pʰjɑ̃²²	pʰjɑ̃²²	pʰ j ɑ̃ ∼ ²²	i m n c t	otter	TBL	
2964	Achang_Longchuan	long1372	the otter	15	sam⁵⁵	sam⁵⁵	s a m ⁵⁵	i n c t	otter	TBL	
2966	Atsi	zaiw1240	the otter	15	xam⁵¹	xam⁵¹	x a m ⁵¹	i n c t	otter	TBL	
2967	Bola	bela1241	the otter	15	xɛ̃⁵⁵	xɛ̃⁵⁵	x ɛ̃ ∼ ⁵⁵	i n c t	otter	TBL	
2970	Lashi	lash1242	the otter	15	ʃa̱m³³	ʃa̱m³³	ʃ a̰ m ³³	i n c t	otter	TBL	
2971	Maru	maru1248	the otter	15	xɛ̃³¹	xɛ̃³¹	x ɛ̃ ∼ ³¹	i n c t		TBL	
2972	Xiandao	xian1248	the otter	15	ti⁵⁵kʐoŋ⁵⁵	ti⁵⁵kʐoŋ⁵⁵	t i ⁵⁵ + k ʐ o ŋ ⁵⁵	i n t + i m n c t	water otter	TBL	
7349	Old_Burmese	oldb1234	the otter	15	phyaṃ	phyaṃ	pʰ j a m	i m n c			
5536	Rangoon	nucl1310	the pig	1337	wɛʔ⁴	wɛʔ⁴	w ɛ ʔ ⁴	i n c t		TBL	
3027	Atsi	zaiw1240	the pig	1337	vaʔ²¹	vaʔ²¹	v a ʔ ²¹	i n c t	pig	TBL	
3031	Lashi	lash1242	the pig	1337	vuʔ³¹	vuʔ³¹	v u ʔ ³¹	i n c t	pig	TBL	
3025	Achang_Longchuan	long1372	the pig	1337	oʔ⁵⁵	oʔ⁵⁵	o ʔ ⁵⁵	n c t	pig	TBL	
3028	Bola	bela1241	the pig	1337	vaʔ³¹	vaʔ³¹	v a ʔ ³¹	i n c t	pig	TBL	
3032	Maru	maru1248	the pig	1337	vɔʔ³¹	vɔʔ³¹	v ɔ ʔ ³¹	i n c t	pig	TBL	
3033	Xiandao	xian1248	the pig	1337	oʔ⁵⁵	oʔ⁵⁵	o ʔ ⁵⁵	n c t	pig	TBL	
7351	Old_Burmese	oldb1234	the pig	1337	vak	vak	w a k	i n c			
5281	Rangoon	nucl1310	the rain	658	mo⁵⁵	mo⁵⁵	m o ⁵⁵	i n t		TBL	bad concept
3236	Achang_Longchuan	long1372	the rain	658	mau³¹ʐo⁵⁵	mau³¹ʐo⁵⁵	m a u ³¹ + ʐ o ⁵⁵	i n N t + i n t	sky rain	TBL	
3239	Atsi	zaiw1240	the rain	658	mau²¹	mau²¹	m a u ²¹	i n N t	sky-rain	TBL	
3242	Bola	bela1241	the rain	658	mau³¹ɣɔ⁵⁵	mau³¹ɣɔ⁵⁵	m a u ³¹ + ɣ ɔ ⁵⁵	i n N t + i n t	sky-1 rain	TBL	
3246	Lashi	lash1242	the rain	658	mou³³wɔ³¹	mou³³wɔ³¹	m o u ³³ + w ɔ ³¹	i n N t + i n t	sky rain	TBL	
3248	Maru	maru1248	the rain	658	muk⁵⁵	muk⁵⁵	m u k ⁵⁵	i n c t	sky	TBL	
3250	Xiandao	xian1248	the rain	658	mau³¹ʐo⁵⁵	mau³¹ʐo⁵⁵	m a u ³¹ + ʐ o ⁵⁵	i n N t + i n t	sky rain	TBL	
7353	Old_Burmese	oldb1234	the rain	658	ro₁	ro₁	r o	i n			
6143	Xiandao	xian1248	the rainbow	1733	l̥ɿ⁵⁵ɲ̊ɔʔ⁵⁵l̥aŋ³¹kam⁵⁵	l̥ɿ⁵⁵ɲ̊ɔʔ⁵⁵l̥aŋ³¹kam⁵⁵	l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵	i n t + i n c t + i n c t + i n c t		TBL	
6151	Achang_Longchuan	long1372	the rainbow	1733	xɔŋ⁵¹ȵin³¹nam³¹	xɔŋ⁵¹ȵin³¹nam³¹	x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹	i n c t + i n c t + i n c t	rainbow1 rainbow2 sky?	TBL	
6169	Lashi	lash1242	the rainbow	1733	sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³	sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³	s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³	i n c t + i n c t + i n t + i n c t		TBL	
6209	Maru	maru1248	the rainbow	1733	ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹	ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹	i n c t + i n c t + i n c t + i m n c t		TBL	
6229	Rangoon	nucl1310	the rainbow	1733	tθɛʔ⁴tɑ̃⁵³	tθɛʔ⁴tɑ̃⁵³	tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³	i n c t + i n c t		TBL	
6294	Atsi	zaiw1240	the rainbow	1733	voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹	voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹	v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹	i n c t + i n c t + i n c t + i n c t	weave ? ? ?	TBL	
6595	Bola	bela1241	the rainbow	1733	ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵	ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵	ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵	i n c t + i n c t + i n c t + i m n c t	weave	TBL	
7355	Old_Burmese	oldb1234	the rainbow	1733	sak◦taṃ	sak◦taṃ	s a k + t a m	i n c + i n c			
5674	Rangoon	nucl1310	the rice plant	2026	shɑ̃²²	shɑ̃²²	sʰ ɑ̃ ∼ ²²	i n c t		TBL	
7357	Old_Burmese	oldb1234	the rice plant	2026	ko₂k	ko₂k	k ʊ k	i n c	rice plant		
3310	Achang_Longchuan	long1372	the rice plant	2026	tshen⁵⁵	tshen⁵⁵	tsʰ e n ⁵⁵	i n c t	rice-plant	TBL	
3311	Atsi	zaiw1240	the rice plant	2026	tʃhin⁵¹	tʃhin⁵¹	tʃʰ i n ⁵¹	i n c t	rice-plant	TBL	
3312	Bola	bela1241	the rice plant	2026	tʃhɔn⁵⁵	tʃhɔn⁵⁵	tʃʰ ɔ n ⁵⁵	i n c t	rice-plan	TBL	
3313	Lashi	lash1242	the rice plant	2026	tʃhɛn³³	tʃhɛn³³	tʃʰ ɛ n ³³	i n c t	rice-plant	TBL	
3314	Maru	maru1248	the rice plant	2026	tʃhiŋ³¹	tʃhiŋ³¹	tʃʰ i ŋ ³¹	i n c t		TBL	
3315	Xiandao	xian1248	the rice plant	2026	tshɛn⁵⁵	tshɛn⁵⁵	tsʰ ɛ n ⁵⁵	i n c t	rice-plant	TBL	
7359	Old_Burmese	oldb1234	the river	666	mlac	mlac	m l a ts	i m n c			
3365	Achang_Longchuan	long1372	the river	666	tʂhă⁵⁵ʐoŋ³¹	tʂhă⁵⁵ʐoŋ³¹	ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹	i n t + i n c t		TBL	
3368	Atsi	zaiw1240	the river	666	vui⁵¹mo⁵⁵	vui⁵¹mo⁵⁵	v u i ⁵¹ + m o ⁵⁵	i n N t + i n t	water mo-suffix	TBL	
3370	Bola	bela1241	the river	666	ɣəi⁵⁵lɔ̃⁵⁵	ɣəi⁵⁵lɔ̃⁵⁵	ɣ ə i ⁵⁵ + l ɔ̃ ∼ ⁵⁵	i n N t + i n c t	water long-thing	TBL	
3373	Lashi	lash1242	the river	666	kjei⁵³məŋ³³	kjei⁵³məŋ³³	k j e i ⁵³ + m ə ŋ ³³	i m n N t + i n c t	river	TBL	
3374	Maru	maru1248	the river	666	ɣək³¹lɔ̃³¹	ɣək³¹lɔ̃³¹	ɣ ə k ³¹ + l ɔ̃ ∼ ³¹	i n c t + i n c t	water long-thing	TBL	
5343	Rangoon	nucl1310	the river	666	mjiʔ⁴	mjiʔ⁴	m j i ʔ ⁴	i m n c t		TBL	
3376	Xiandao	xian1248	the river	666	ti⁵⁵kɯ³¹	ti⁵⁵kɯ³¹	t i ⁵⁵ + k ɯ ³¹	i n t + i n t	water big	TBL	
5638	Rangoon	nucl1310	the road	667	lɑ̃⁵⁵	lɑ̃⁵⁵	l ɑ̃ ∼ ⁵⁵	i n c t		TBL	
7361	Old_Burmese	oldb1234	the road	667	lamḥ	lamḥ	l a m ⁵⁵	i n c t			
3390	Atsi	zaiw1240	the road	667	khjo⁵¹	khjo⁵¹	kʰ j o ⁵¹	i m n t	road	TBL	
3392	Bola	bela1241	the road	667	khja⁵⁵	khja⁵⁵	kʰ j a ⁵⁵	i m n t	road	TBL	
3394	Lashi	lash1242	the road	667	khjo³³	khjo³³	kʰ j o ³³	i m n t		TBL	
3395	Maru	maru1248	the road	667	khjɔ³¹	khjɔ³¹	kʰ j ɔ ³¹	i m n t		TBL	
3397	Xiandao	xian1248	the road	667	chɔ⁵⁵mɔ³¹	chɔ⁵⁵mɔ³¹	cʰ ɔ ⁵⁵ + m ɔ ³¹	i n t + i n t	road mo-suffix	TBL	
3387	Achang_Longchuan	long1372	the road	667	xa⁵⁵mʐua³¹	xa⁵⁵mʐua³¹	x a ⁵⁵ + m ʐ u a ³¹	i n t + i m M n t		TBL	
5583	Rangoon	nucl1310	the root	670	ɑ⁵³mjiʔ⁴	ɑ⁵³mjiʔ⁴	ɑ ⁵³ + m j i ʔ ⁴	n t + i m n c t		TBL	
7363	Old_Burmese	oldb1234	the root	670	mryat	mryat	m r j a t	? ? ? ? ?			
3401	Achang_Longchuan	long1372	the root	670	mʐuat⁵⁵	mʐuat⁵⁵	m ʐ u a t ⁵⁵	i m n N c t	root	TBL	
3404	Atsi	zaiw1240	the root	670	a²¹pu̱n⁵¹	a²¹pu̱n⁵¹	a ²¹ + p ṵ n ⁵¹	n t + i n c t	a-prefix root	TBL	
3406	Bola	bela1241	the root	670	sak⁵⁵kji³¹	sak⁵⁵kji³¹	s a k ⁵⁵ + k j i ³¹	i n c t + i m n t	tree foot	TBL	
3410	Maru	maru1248	the root	670	pa̱n³¹	pa̱n³¹	p a̰ n ³¹	i n c t		TBL	
3412	Xiandao	xian1248	the root	670	mɛt⁵⁵	mɛt⁵⁵	m ɛ t ⁵⁵	i n c t	root	TBL	
3409	Lashi	lash1242	the root	670	ɑ³¹pɔ̱n³³	ɑ³¹pɔ̱n³³	ɑ ³¹ + p ɔ̰ n ³³	n t + i n c t	a-prefix root	TBL	
3419	Atsi	zaiw1240	the rope	1218	tu̱i²¹	tu̱i²¹	t ṵ i ²¹	i n N t	rope-tie	TBL	
3421	Bola	bela1241	the rope	1218	tu̱i³⁵	tu̱i³⁵	t ṵ i ³⁵	i n N t	rope	TBL	
3425	Maru	maru1248	the rope	1218	tɔ̱i³⁵	tɔ̱i³⁵	t ɔ̰ i ³⁵	i n N t	rope-tie	TBL	
3427	Xiandao	xian1248	the rope	1218	tui³¹	tui³¹	t u i ³¹	i n N t	rope-tie	TBL	
5561	Rangoon	nucl1310	the rope	1218	ʨo⁵⁵	ʨo⁵⁵	tɕ o ⁵⁵	i n t		TBL	
7365	Old_Burmese	oldb1234	the rope	1218	kruivḥ	kruivḥ	k r ə w ⁵⁵	i m n c t			
3416	Achang_Longchuan	long1372	the rope	1218	toi³¹	toi³¹	t o i ³¹	i n N t	rope-tie	TBL	
3424	Lashi	lash1242	the rope	1218	tə̱⁵⁵	tə̱⁵⁵	t ə̰ ⁵⁵	i n t	rope-tie	TBL	
5653	Rangoon	nucl1310	the salt	1274	shɑ⁵⁵	shɑ⁵⁵	sʰ ɑ ⁵⁵	i n t		TBL	
7367	Old_Burmese	oldb1234	the salt	1274	chāḥ	chāḥ	tsʰ a ⁵⁵	i n t			
3476	Achang_Longchuan	long1372	the salt	1274	tɕhɔ³¹	tɕhɔ³¹	tɕʰ ɔ ³¹	i n t	salt	TBL	
3479	Atsi	zaiw1240	the salt	1274	tsho⁵⁵	tsho⁵⁵	tsʰ o ⁵⁵	i n t	salt	TBL	
3481	Bola	bela1241	the salt	1274	tha³⁵	tha³⁵	tʰ a ³⁵	i n t	salt	TBL	
3484	Lashi	lash1242	the salt	1274	tsho⁵⁵	tsho⁵⁵	tsʰ o ⁵⁵	i n t	salt	TBL	
3485	Maru	maru1248	the salt	1274	tshɔ³⁵	tshɔ³⁵	tsʰ ɔ ³⁵	i n t		TBL	
